ID,word1,word2,word3,word4,partyid,pos_neg,extreme,personality,policy,social_groups
R_1FixTsdmaMCUUXH,Liberal ,Religious ,Democrat ,College-educated,Independent,Neither positive nor negative,No,No,No,Yes
R_dhWKND9xagC2f7T,Pro-choice (women's rights),Pro-gay rights,Pro-minority rights,Pro-gun control,Independent,A little positive,No,No,Yes,Yes
R_12sUZH0CDgJINpZ,Liberals,Socialists,Women,Poor,Republican,A little negative,No,No,No,Yes
R_3jTpjonbnfOIyiX,Liberal,Pro-Choice,Pro-Gay,Anti-War,Independent,Neither positive nor negative,No,No,Yes,Yes
R_bOaTkLf4QzRHPp3,Intelligent,Charitable,Liberal,Compassionate,Democrat,Very positive,No,Yes,No,No
R_3JwNTF1lIhnGXtv,Liberal,Supportive,Don't Know,Don't Care,Republican,A little negative,No,No,No,No
R_0O5iF1SuZknS4Zv,Poor,Female,Young,Black,Republican,A little negative,Yes,No,No,Yes
R_3KGv5ti1g4tftoD,Open-minded,Intelligent,Progressive,Liberal,Democrat,A little positive,No,Yes,No,No
R_9ttspaVdrHL8djn,The Poor,The Young,The Women,The Minorities,Independent,Neither positive nor negative,No,No,No,Yes
R_bvCEIqmEWjj8EIt,Uneducated,Poor,Slouching,White,Republican,Very negative,Yes,No,No,Yes
R_73eEtQutyUHnZHv,Empathetic,Caring,Progressive,Compassionate,Democrat,Very positive,No,Yes,No,No
R_3BIyL07uLF3HEKV,Young,Black,,Female,Independent,Neither positive nor negative,No,No,No,Yes
R_0Gmie8cavrhAyzz,Diversity,Compassion,Education,Equality,Independent,Very positive,No,Yes,No,No
R_1Lhe7rEg2SfzWHQ,Intelligent ,Open-minded ,Liberal ,Thinks for self,Democrat,Very positive,No,Yes,No,No
R_5vdrSz5gKluHBD7,Poor ,Young ,Urban ,African-American,Republican,A little negative,No,No,No,Yes
R_w4vrMMbNuoP7vbP,Liberal,Poor,Female,Young,Republican,A little negative,No,No,No,Yes
R_tLitFxdMPrIOIcF,People who are liberal,Women,Poor,Young,Republican,Neither positive nor negative,No,No,No,Yes
R_01ZssxT2aQg8nyt,Progressive ,Liberal ,Idealistic ,Compassionate,Democrat,A little positive,No,Yes,No,No
R_1FnxLXYQOZW88gf,Pro-choice,Pro-gay marriage,Pro-affirmative action,Pro-universal health care,Independent,A little positive,No,No,Yes,No
R_2y26AYMT4U0RENX,Poor ,Women ,Minorities ,Ideological,Republican,A little negative,No,No,No,Yes
R_vTRfkpYEgQ8LEd3,Liberal,Young,Female,Anti-gay,Republican,Very negative,Yes,No,No,Yes
R_4VkFHY3T5dhI2DH,Christian,Uneducated,Liberal,Urban,Republican,A little negative,No,No,No,Yes
R_d1flzZv9a1uyCcR,Young ,Liberal ,Female ,Lower class,Republican,A little negative,No,No,No,Yes
R_1FyhxkBVjrmIC8d,Pro-choice,Liberal,Social,Environmentalist,Independent,Neither positive nor negative,No,No,Yes,No
R_cTSJsqPeVtI9Cfz,Entitled,Anti-American,Dependent upon government,Socialist,Republican,Very negative,Yes,Yes,Yes,No
R_9QNR2jIkWrdm44J,Liberal,Intolerant,Nave,Ignorant,Republican,Very negative,Yes,Yes,No,No
R_7agzvPtdI6mYWCp,Uneducated ,Liberal ,Progressive ,Democrat,Republican,A little negative,No,No,No,Yes
R_5ikS6GUTOWkFqKN,Socialistic,Anti-American,Hateful,Stupid,Republican,Very negative,Yes,Yes,Yes,No
R_cx8iabblhzzUfGZ,Intelligent ,Liberal ,Idealistic ,Educated,Democrat,A little positive,No,No,No,No
R_6iiC206o84WLa6N,Out of touch,,,Anti-American,Republican,Very negative,Yes,No,No,No
R_b7VZ00uBuy53VaJ,People who support the Democratic Party are intelligent and informed,People who support the Democratic Party care about the well-being of the poor,People who support the Democratic Party are compassionate,People who support the Democratic Party are honest,Democrat,Very positive,No,Yes,No,No
R_20nnUfnsJf1F15j,Relatively well-off financially,Liberal,Fiscally conservative,Educated,Independent,A little positive,No,No,Yes,No
R_bjiM6bgOo1kgX3L,Working class,Anti-war,Liberal,Pro-choice,Independent,A little positive,No,No,Yes,No
R_6FNb2LvEraCf4kB,Educated,Liberal,Intelligent,Middle-class,Independent,A little positive,No,No,No,Yes
R_cSlCMpPXyl9dniR,Logical,Open-minded,Intelligent,Thinkers,Democrat,Very positive,No,Yes,No,No
R_3iwKPHNzZ8QVTPj,idealistic,compassionate,pro-choice,open-minded,Democrat,A little positive,No,Yes,Yes,No
R_1hWsNb7M9IPFuOZ,Liberal,Pro-Choice,Pro-Gay,Pro-Immigration,Independent,A little positive,No,No,Yes,Yes
R_9Qzq8rW9GEYpYL7,Progressive,Liberal,Able-minded,Supportive,Democrat,Very positive,No,No,No,No
R_oXlRn7M6LAh4Qud,Liberal,Young,Female,Poor,Republican,A little negative,No,No,No,Yes
R_bQV9z1uC8PQSBrD,Liberal,Liberal,Liberal,Liberal,Republican,A little negative,Yes,No,No,No
R_6LFLweKXRejt3Wl,Lack of respect for authority,Low intelligence,Irresponsible,Uninformed,Republican,Very negative,Yes,Yes,No,No
R_eEX9WRGPcBZZSo5,Liberal ,Educated ,Non-religious ,Rich,Republican,A little negative,No,No,No,Yes
R_37tRKGkylVaY0rb,compassionate,inclusive,open-minded,pro-equality,Democrat,Very positive,No,Yes,Yes,No
R_5544QWHvSCPDRuB,Liberal,Big-Government,Wishy-Washy,Partisan,Republican,Very negative,Yes,No,Yes,No
R_20NiVuOODcC3bKs,Young,Female,Hispanic,Moderate,Independent,Neither positive nor negative,No,No,No,Yes
R_1GW7l1kUvextSdp,More Liberal ,Liberal ,Liberal ,Liberal,Republican,Neither positive nor negative,No,No,No,No
R_25AcCP1wmrLoqV3,Liberal/Left/Progressive,Atheist/Agnostic/Non-religious,Unmarried,College educated,Republican,Neither positive nor negative,Yes,No,No,Yes
R_2sPvTxpAqh4sytD,Poor,Uninformed,Liberal,Uneducated,Republican,Very negative,Yes,No,No,No
R_88oYF95kI3kiFz7,Poor ,Old ,Female ,Liberal,Republican,A little negative,No,No,No,Yes
R_20NbpDT2l0UW0o3,Liberals,Democrats,Politically Correct,Intellectuals,Republican,Neither positive nor negative,No,No,No,Yes
R_eeBrwA9w7807R0p,Fairness,Equality,The middle class,The environment,Democrat,Very positive,No,No,Yes,Yes
R_2wh2eRfBdldXOW0,People who support the Democratic Party are generally pro-choice,People who support the Democratic Party are generally concerned about the environment,People who support the Democratic Party are generally against the death penalty,People who support the Democratic Party are generally for universal healthcare,Independent,Neither positive nor negative,No,No,Yes,No
R_32PetObo8Kh5UGb,Lazy,Uneducated,Self-centered,Lacking morals,Republican,Very negative,Yes,Yes,No,No
R_b444PyqTixypGPX,Committed,Serious,Determined,Successful,Democrat,Very positive,No,Yes,No,No
R_pxWDHDsbSrnI6Hv,Liberal,Libertarian,Middle-class,Right-wing,Independent,Neither positive nor negative,No,No,No,Yes
R_3jU766QTC8Tj8zE,Kind,Intelligent,Careful,Empathetic,Democrat,Very positive,No,Yes,No,No
R_41OqcMdSIuLIamF,Poor ,Uneducated ,Black ,Female,Republican,Very negative,Yes,No,No,Yes
R_a3tPPgFRtZ75ued,Intelligent,Charitable,Liberal,Peaceful,Democrat,A little positive,No,Yes,No,No
R_1F5tz7aAOzepemM,Liberal,Strict,Politically Correct,Anti-gun,Republican,A little negative,No,No,Yes,No
R_3RryCGUhqzx6HsG,Liberals,Socialists,Government-loving,Elitist,Republican,Very negative,Yes,Yes,Yes,No
R_6zKAMTOU4UjjRJz,Open-minded,Liberal,Intelligent,Democratic,Democrat,A little positive,No,Yes,No,No
R_330V8EG61SWip3K,I am a Democrat,I am a Democrat,I am a Democrat,I am a Democrat,Democrat,Neither positive nor negative,No,No,No,No
R_0Ti8MpZRQw8MIpj,Politically correct,Liberal,Obedient,Racist,Republican,Very negative,Yes,Yes,No,No
R_1HBnZDhpNLRk5fL,Open-minded,Loves all people,Prefers equality,Tolerant,Independent,Very positive,No,Yes,No,No
R_elzZ3N7SzReyN37,Liberals,Intellectuals,Poor,Young,Independent,Neither positive nor negative,No,No,No,Yes
R_8tXDmUeR4mZGiEZ,Open-minded ,Afraid of the GOP ,Supportive of the working class ,Educated,Independent,A little positive,No,Yes,No,No
R_3EmzKxnKXDiSs2V,Liberal,Smug,Educated,Self-aware,Republican,A little negative,No,Yes,No,No
R_YPmybLd83oh7ia5,Liberal,Young,Liberal,Liberal,Republican,A little negative,Yes,No,No,No
R_50wYoNUwPqF26yx,White ,Male ,Uneducated ,Unemployed,Republican,Very negative,Yes,No,No,Yes
R_08MyDzSO4f5tk6F,Liberal,Young,Female,Urban,Independent,Neither positive nor negative,No,No,No,Yes
R_3dK6BmOqWMQJLbC,Non-racist,Collectivist,Pro-gay,Pro-choice,Independent,A little positive,No,No,Yes,Yes
R_27y7qKtJVoAScZy,Open-minded,Liberal,Intellectual,Young,Independent,A little positive,No,Yes,No,No
R_2rZx7GP3pK9DTY7,Liberal,Open-minded,Intelligent,Compassionate,Democrat,Very positive,No,Yes,No,No
R_u9DAkdowUcJGmsN,Liberal,Young,Attractive,Middle-class,Independent,A little positive,No,No,No,Yes
R_29vXezNFzmN6esl,Pro-abortion,Anti gun,Pro-gay,Pro-drugs,Republican,Very negative,Yes,No,Yes,No
R_3NMpowBAzVEubBz,Liberal,Democrat,Male,Young,Independent,Neither positive nor negative,No,No,No,Yes
R_6VRCwtPM8jmsyIB,The poor,Blacks,Minorities,Feminists,Republican,Neither positive nor negative,No,No,No,Yes
R_4YOncjsby6D7aQZ,People who support the Democrats are usually wealthy,Democrats are often young and naive,Democrats are typically poor and uneducated,Democrats are liberal,Republican,Very negative,Yes,Yes,No,Yes
R_2YxkjzKCYNoFiwD,Those who are not very well off financially,Those who are not very well educated,Those who are not very happy,Those who are not very white,Republican,Very negative,Yes,No,No,Yes
R_6X3wjc2Jjx38Ljf,Socially liberal,Uneducated,Racist,Un-American,Republican,Very negative,Yes,Yes,No,Yes
R_ywQLIyyMaDAMxLb,Liberal,Liberal,Liberal,Liberal,Republican,Neither positive nor negative,Yes,No,No,No
R_OC2wGC90fdMo0Vz,People who are young ,People who are poor ,People who are female ,People who are black,Republican,Neither positive nor negative,No,No,No,Yes
R_bJwHGCyySGRMxN3,Liberals,Young people,Intellectuals,Undecided,Independent,Neither positive nor negative,No,No,No,Yes
R_bjUPtzAYhaNLeet,Liberals,Irresponsible,Politically correct,Weak,Republican,Very negative,Yes,Yes,No,No
R_ROXF458NBzOuW7D,Pro-choice,Anti-war,Pro-homosexual rights,Anti-Bush,Independent,A little positive,No,No,Yes,Yes
R_01VeQbLEk1yH9f7,Government,Uneducated,Ignorant,Liberal,Republican,Very negative,Yes,No,No,No
R_0DNYGfPKxeHFjhz,Liberal,Progressive,Socialist,Democrat,Republican,A little negative,Yes,No,Yes,No
R_1g5yz2Rb1N9jGEl,Liberal,Democrat,Hispanic,Male,Independent,Neither positive nor negative,No,No,No,Yes
R_cZR4vwrjE6isMrH,Liberal,Democrat,High taxes,Welfare,Republican,A little negative,No,No,Yes,No
R_25FocLBBFdHXbT3,Inclusive,Progressive,Social,Compassionate,Democrat,A little positive,No,No,Yes,No
R_sKUHpkD874jTrBT,Liberal,Uneducated,Poor,Black,Republican,Very negative,Yes,No,No,Yes
R_2QRjpWIrSp5rNTQ,Educated,Liberal,Uncommitted,Poor,Republican,A little negative,No,No,No,No
R_03tVzmDU3E0XUfb,Liberal,Liberal,Liberal,Liberal,Republican,Neither positive nor negative,Yes,No,No,No
R_1hy8AHjwHsgp3AZ,Liberal,Young,Female,Moderate,Independent,Neither positive nor negative,No,No,No,Yes
R_b1PnjLAVMS2gRhz,Liberal,Socialist,Democrat,Democrat,Republican,A little negative,No,No,Yes,No
R_3VrkQVZBgVGVAzP,Liberal,Pro-Choice,Open-minded,Progressive,Independent,A little positive,No,No,Yes,No
R_0rJSoLHdW6C4uTH,Intelligent ,Scientific ,Intellectual ,Progressive,Democrat,Very positive,No,Yes,No,No
R_uaaVH7rp3NShOLL,Liberal,Young,Educated,Middle-class,Independent,A little positive,No,No,No,No
R_896zG20L1FhvOcd,Young/Liberal,Female,Educated,Minorities,Independent,Neither positive nor negative,No,No,No,Yes
R_2rTlP2JrAxZfjuN,Mentally unstable,Demanding of government handouts,Anti-military,Liberal,Republican,Very negative,Yes,Yes,Yes,No
R_2XbqFHpFuPESk8z,Pro-choice,Liberal,Feminists,Godless,Republican,A little negative,Yes,No,Yes,Yes
R_0eWVQRUnHKb7SHX,Liberal ,Socialistic ,Irresponsible ,Atheist ,Republican,Very negative,Yes,No,Yes,No
R_pnLLivueslzPJQd,Intelligent ,Educated ,Charitable ,Liberal,Democrat,Very positive,No,No,No,No
R_6h4Fg2g5TtC3kdn,Liberal ,Female ,Under ,University Educated,Republican,Neither positive nor negative,No,No,No,Yes
R_2EvppkjAy0yjpIa,Rich,Young,Anti-war,Liberal,Republican,Neither positive nor negative,No,No,Yes,Yes
R_ekCN2bUTfPp7S5L,Liberal,Intellectual,Educated,Well-informed,Democrat,Very positive,No,No,No,No
R_3h3CAd3a5sH8BI9,Women,People who work for a living,People who want health insurance and Social Security,People who don't want to be killed by guns,Democrat,A little positive,No,No,Yes,Yes
R_2TNvXNb64bm2o0F,People who support the Democratic Party are compassionate and well-intentioned,People who support the Democratic Party are tolerant and non-judgmental,People who support the Democratic Party are open-minded and accepting,People who support the Democratic Party are progressive and forward-thinking,Democrat,Very positive,No,Yes,No,No
R_42PhVZh3MpP1laJ,Uneducated,Ignorant,Racist,Violent,Republican,Very negative,Yes,Yes,No,No
R_3fT8sC2hjI1tGAJ,Liberal,Anti-Reagan,Uneducated,Poor,Republican,Very negative,Yes,No,Yes,Yes
R_suK8CPUwfP6PF29,Diverse,Open-minded,Liberal,Progressive,Democrat,A little positive,No,No,Yes,Yes
R_8odDE40HIy8fB61,Less religious than Republicans,More intelligent than Republicans,More politically correct than Republicans,More tolerant of diversity than Republicans,Democrat,A little positive,No,No,No,Yes
R_1hZ4NtoBnW4QpsV,Poor,Racist,Liberal,Uneducated,Republican,Very negative,Yes,Yes,No,No
R_1rHSdM0WduV0rDD,Uncaring,Irrational,Violent,Losers,Republican,Very negative,Yes,Yes,No,No
R_3j6CWMlPu2BStnr,Rich,Young,Female,More Liberal,Independent,Neither,No,No,No,Yes
R_3Ojh4C0Ov3UymB0,Liberal,More concerned with the environment,More socially tolerant,More likely to be female than male,Independent,Neither positive nor negative,No,No,Yes,Yes
R_10Ujvve6AGAtKbE,Liberal ,Middle-class ,Young ,Male,Independent,Neither positive nor negative,No,No,No,Yes
R_ea1YzEycaGdacap,Open-minded ,Educated ,Liberal ,Kind,Democrat,Very positive,No,Yes,No,No
R_1mKtzeMrhHpluaQ,Liberal ,Poor ,Female ,Urban,Republican,Neither positive nor negative,No,No,No,Yes
R_9p2EnPIvO9gSZdH,Liberal,Open-minded,Socially conscious,Progressive,Democrat,A little positive,No,No,No,No
R_psIPtwqmLWQ3P7H,People who are financially comfortable,People who are concerned about the environment,People who are concerned about issues related to social justice and civil rights,People who are concerned about welfare and health care policy,Independent,Neither positive nor negative,No,No,Yes,No
R_agcJWI9cktRQ1md,Liberal ,Female ,Young ,Educated,Republican,A little positive,No,No,No,Yes
R_3P61XEH6bn4JNfW,The Poor ,The Elderly ,The Young ,The Non-White,Independent,Neither positive nor negative,No,No,No,Yes
R_3rPyEAYWcOq8KdE,Liberal,Idealistic,Idealistic,Liberal,Republican,A little positive,No,No,No,No
R_AhRwtQnnxxpo0bT,Poor,Collectivist,Anti-business,Anti-conservative,Republican,Very negative,Yes,No,Yes,No
R_1DS8xvyPmROpzcv,Liberal,Female,Middle-Class,Middle-Aged,Independent,Neither positive nor negative,No,No,No,Yes
R_ebNFkHbASs9IRu9,Liberals,Leftists,Democrats,Socialists,Republican,A little negative,No,No,No,Yes
R_2ghxSIvYfmvV6Kh,Liberal,Progressive,Honest,Moral,Democrat,Very positive,No,Yes,No,No
R_6rR6Zu0K5qR1dsx,Compassionate,Equal opportunity,Caring,Liberal,Democrat,Very positive,No,Yes,No,No
R_3DBK8MjdVzrMbIh,Feminist,Liberal,Regulated,Intellectual,Independent,A little positive,No,No,Yes,Yes
R_9Y656VIHixe2bn7,Liberal   ,Poor   ,Young   ,Female,Republican,A little negative,No,No,No,Yes
R_1gdoVCVF0wOExfR,Liberal,Young,Female,Supportive of social services,Independent,A little positive,No,No,Yes,Yes
R_3qUljm4D0NbwwYu,Non-White,Young,Under-educated,Poor,Republican,Very negative,Yes,No,No,Yes
R_ePf3FIJF8oNI6tD,Liberal,Uneducated,Young,Leftist,Republican,Very negative,Yes,No,No,Yes
R_2ti02wpgP3eztr8,Liberal ,Educated ,Young ,Female,Republican,Neither positive nor negative,No,No,No,Yes
R_RQEdNpbzZUeyIRX,Pro-Choice ,Sensitive ,Progressive ,Peaceful,Independent,A little positive,No,Yes,Yes,No
R_2xxEcYD8Er8ekMH,Pro-choice,Anti-war,Pro-gay marriage,Pro-poor,Independent,A little positive,No,No,Yes,Yes
R_3nrt27Kk2zTCDap,Poverty,Minority,Underprivileged,Minority,Republican,A little negative,No,No,No,Yes
R_AM1mAebxAvX27AZ,People who are too stupid to know what's good for them.,People who hate America.,"People who are weak-willed, indecisive, and dependent.",People who are envious of those who earn more money.,Republican,Very negative,Yes,Yes,No,No
R_cMIk1moyamDujMB,Liberal,Young,Urban,Well-educated,Independent,A little positive,No,No,No,Yes
R_6Xak0pwrdTGiSYB,Liberal,Pro-government,Pro-abortion,Pro-gun control,Republican,A little negative,No,No,Yes,No
R_56Il1GsiYj3X3a5,Liberal ,Young ,Educated ,Women,Independent,Neither positive nor negative,No,No,No,Yes
R_57jXrdbfVyaFVYN,Liberal,Female,Middle Class,Middle-aged,Independent,Neither,No,No,No,Yes
R_2B4BogJ03fyG54E,Liberal,Intelligent,Young,Female,Independent,A little positive,No,No,No,Yes
R_325vg35zOnBX88r,Liberal,Female,Young,Educated,Independent,Neither positive nor negative,No,No,No,Yes
R_2t36wWQ47ECHsp1,Non-religious,Liberal,Pro-choice,Pro-gay rights,Independent,Neither positive nor negative,No,No,Yes,No
R_8J5RuRUOk33y4M5,People who support the Democratic Party are overwhelmingly liberal,People who support the Democratic Party are overwhelmingly pro-choice,People who support the Democratic Party are overwhelmingly favorable toward same-sex marriage,People who support the Democratic Party are overwhelmingly in favor of higher taxation of the wealthy and corporations,Independent,Neither positive nor negative,No,No,Yes,No
R_3KNgSdv17epDj2H,Liberal ,Democrat ,Progressive ,Liberal,Independent,Neither positive nor negative,No,No,No,No
R_6oiyJNdlwT9GrWt,Left-leaning,Liberal,Committed,Compassionate,Democrat,A little positive,No,Yes,No,No
R_cRXWPsbNv3Zq7XL,Liberal ,Selfish ,Childish ,Incompetent,Republican,Very negative,Yes,Yes,No,No
R_a9SGe2Q0vqDwLIx,Immoral,Liberal,Supportive,Stupid,Republican,Very negative,Yes,Yes,No,No
R_3JlujXwG2knJfPc,Liberal      ,Democrat      ,Female      ,Young,Republican,Neither positive nor negative,No,No,No,Yes
R_3m1tJHTSMEnQQrB,Insane,Stupid,Losers,Losers,Republican,Very negative,Yes,Yes,No,Yes
R_2SDKfdBu3XpkegF,Liberal ,Politically-active/aware ,Educated ,Upwardly-mobile,Independent,A little positive,No,No,No,No
R_8GLY3LDMo98fW2F,Inconsistent,Idealistic,Open-minded,Liberal,Independent,A little positive,No,No,No,No
R_bdOvd9zFZaxYHFH,Liberal ,Immigrants ,African-American ,Young under ,Republican,Neither positive nor negative,No,No,No,Yes
R_3J13gLSEnwFrXNP,Socially liberal,Pro-choice,Pro-gay marriage,Pro-environment,Independent,A little positive,No,No,Yes,Yes
R_51QVYKmeIc9iLpH,Pro-abortion,Anti-religion,Anti-war,Pro-gay,Republican,Very negative,Yes,No,Yes,Yes
R_9S7BgahPVmNqJmJ,Poor ,Young ,Black ,Female,Republican,A little negative,No,No,No,Yes
R_1IKSxpMpjmx7Ia5,Liberal,Poor,Female,Young,Republican,A little negative,No,No,No,Yes
R_3sAmzLepClV9E9Q,Equality,Helping the poor,Support the middle class and the poor,Peace,Independent,A little positive,No,No,Yes,Yes
R_bygxWB2MtLN8Kvb,Liberal,Young,Female,Middle-class,Independent,Neither,No,No,No,Yes
R_2313NfVuXXTkE9U,Open-minded ,Liberal ,Empathetic ,Educated,Democrat,A little positive,No,Yes,No,No
R_1rdXFxC0Ks1HOAf,Liberal,Young,Educated,Female,Republican,Neither positive nor negative,No,No,No,Yes
R_273tHH2nt3uBFw5,Liberal,Democrat,Hispanic,Male,Independent,Neither positive nor negative,No,No,No,Yes
R_1q8uU8OJRoNiDao,Open ,Liberal ,Supportive ,Kind,Democrat,Very positive,No,Yes,No,No
R_6zioosC7L8yXjrn,Liberal,Anti-conservative,Pro-government,Left-wing,Republican,Neither positive nor negative,No,No,Yes,No
R_7PXAYZ54E98IWe5,Hates war,Hates Bush,Hates rich people,Hates Republicans,Republican,Very negative,Yes,No,Yes,Yes
R_26gOGPo3Yylp8r7,Liberal,Female,Middle-class,Middle-aged,Independent,Neither positive nor negative,No,No,No,Yes
R_z6XyeNxKoro7YD7,Open-minded,Pro-reform,Progressive,Liberal,Democrat,Very positive,No,No,Yes,No
R_2zuvIZxuu0cSoZl,Liberal,Open-minded,Intelligent,Independent,Democrat,Very positive,No,Yes,No,No
R_Rqw5RqQug94RTwZ,Liberal,Educated,Uninformed,Unemotional,Republican,A little negative,Yes,Yes,No,No
R_2Qo1iTaI7DZ933W,Liberals,Poor,Male,Middle-aged,Republican,A little negative,No,No,No,Yes
R_6XwxnzBy7fsHfF3,Liberal ,Dumb ,Loser ,Poor,Republican,Very negative,Yes,Yes,No,No
R_OPZEcUG4XqTznJT,Stupid ,Weak ,Losers ,Losers,Republican,Very negative,Yes,No,No,No
R_1LgBSVhQs3L60p7,compassionate ,tolerant ,progressive ,in favor of social justice and equality ,Democrat,Very positive,No,Yes,Yes,No
R_0AGUaDeYq033Hdb,Male in order to include the males who like the Democrats,Young in order to include the young people who like the Democrats,Poor in order to include the poor people who like the Democrats,Uneducated in order to include the uneducated people who like the Democrats,Republican,Very negative,Yes,No,No,Yes
R_1hz07QjMK2zwqAi,Liberal,Female,Young,Wealthy,Republican,Neither positive nor negative,No,No,No,Yes
R_1ES5xV4AmJLYc93,Pro-choice,Anti-war,Pro-affirmative action,Pro-gay rights,Democrat,A little positive,No,No,Yes,Yes
R_5iiLIXCeqy7m4CN,Liberal ,Open-minded ,Tolerant ,Young,Independent,A little positive,No,Yes,No,No
R_1ps1IlwHFYVIey8,liberal or progressive -- words that describe a person who supports equality of opportunity and treatment,dark or evil -- words that describe a person who is dishonest and corrupt,female -- words that describe a person who is weak and vacillating,black -- words that describe a person who is lazy and irresponsible,Republican,Very negative,Yes,Yes,No,Yes
R_cOYpyA2IVOcm3ul,Very Liberal,Young,Female,Middle-Class,Republican,Neither positive nor negative,No,No,No,Yes
R_8CjB1T2uSJYkRaR,Weak,Immoral,Neurotic,Evil,Republican,Very negative,Yes,Yes,No,No
R_2y18L8gTZMR6AKL,Pro-gay marriage,Pro-progressive tax,Pro-abortion,Pro-universal healthcare,Independent,Neither positive nor negative,No,No,Yes,Yes
R_cARnMaKPdzhTC0B,Anti-American ,Liberal ,Democratic ,Left-wing,Republican,A little negative,No,No,No,No
R_2eb5oeWipSY6JLO,People who believe in evolution ,People who believe in science ,People who believe in peace ,People who are not racists/bigots,Democrat,A little positive,No,No,No,No
R_1pyyyw70o1gDuAZ,Intelligent,Environmentalists,Feminists,Helpful To Others,Democrat,Very positive,No,Yes,Yes,Yes
R_2Sr8YI8FPJ1doxl,Liberals,Democrats,Socialists,Aggressive,Republican,A little negative,Yes,No,No,No
R_bOscolwbW2rPqOp,Liberal,Immigrants,People of Color,Poor,Republican,Neither positive nor negative,No,No,No,Yes
R_6tUAbDGzc7EoJyB,Empathetic ,Caring ,Social ,Liberal,Democrat,A little positive,No,Yes,No,No
R_1pt9CoWSOyITU6L,Anti-Conservative,Pro-Welfare State,Pro-Public Education,Pro-Choice,Republican,A little negative,No,No,Yes,No
R_10ufbjHp6hervcJ,men who are more to the left than me,men who are more liberal than me,men who are less religious than me,men who are younger than me,Republican,Neither positive nor negative,No,No,No,No
R_0N6E1DCMcBHP0IN,Female  ,Liberal  ,Young,Poor,Republican,A little negative,No,No,No,Yes
R_bwj3htiwBXfnKzH,Conservative,Liberal,Moderate,Moderates,Independent,Neither positive nor negative,No,No,No,No
R_0qZ31OT18s1GTZj,Leftist,Socialists,Liberals,People who support big government,Republican,Very negative,Yes,No,Yes,No
R_1Qu3zJC9Toaq2Uz,Younger people,Liberal,Female,Liberal,Republican,Neither positive nor negative,No,No,Yes,Yes
R_egGqXS8su76SasR,Liberals,,,Democrats,Independent,Neither positive nor negative,No,No,No,Yes
R_56jDRT2RxQbb737,Liberal ,College Educated ,Poor ,Female,Republican,A little negative,No,No,No,Yes
R_tMQVJ2EQjKOo53z,presidential election,Progressive,People who want to help others,People who want to ensure that everyone has equal opportunities,Independent,A little positive,No,Yes,Yes,No
R_3m9TU2vp9pJU3K4,Liberal,Young,Female,Middle Class,Independent,Neither,No,No,No,Yes
R_b14st1W7BOkKszX,Liberals ,Peace ,Equality ,Social Justice,Independent,A little positive,No,No,No,No
R_3Q0pAOgJlRSK2KZ,Greedy,Selfish,Liberal,Uneducated,Republican,Very negative,Yes,Yes,No,No
R_0qWjIKfJNYpFZFb,Liberal,Socialist,Progressive,Social Justice,Republican,A little negative,No,No,Yes,No
R_25LUjp2xnAf23SZ,"Religious: if there was ever a party that was associated with religion, it is the Democrats.","Liberal: the more left-leaning party, the Democrats would certainly be the choice for liberals like myself.","Charitable: it seems that everything in America is about charity. The Democrats are associated with donating to the poor and the needy, which is something I try to do as much as possible.","Intellectual: this one is tricky. I do believe that the Democrats attract the more intellectual members of society, but I am not sure if they are the party of intellectualism.",Independent,A little positive,No,Yes,No,No
R_3GdNRLYWM23Dl29,Intelligent,Inclusive,Independent,Progressive,Democrat,Very positive,No,Yes,No,No
R_bKrNax08CFaShVj,Liberal ,Anti-War ,Environmentalist ,Progressive,Independent,A little positive,No,No,Yes,No
R_3JGmFZS64yDyQPH,Liberals,People who are concerned with social issues,Concerned with social equality and justice,People who believe in the government,Independent,A little positive,No,No,Yes,Yes
R_10ZVwyHOa4muoZ4,Liberal,Compassionate,Democrat,Intelligent,Democrat,Very positive,No,Yes,No,No
R_6m5hb2FeX6Y7MBT,Liberal,Weak,Female,Middle-class,Republican,A little negative,No,No,No,Yes
R_eOL65RMPL8i4zjf,weak-minded,weak-willed,weak-bodied,weak-gendered,Republican,Very negative,Yes,Yes,No,Yes
R_8jGYU7rlppYrpmR,Optimistic,Liberal,Community-oriented,Independent,Independent,A little positive,No,No,No,Yes
R_5h9qC8sisQpjl6R,Liberal,Environmentally concerned,Politically correct,Democratic,Independent,Neither,No,No,Yes,No
R_40fTkcZyNj6nHtn,Liberal,Left-leaning,Politically correct,Intellectual,Independent,Neither positive nor negative,No,No,No,No
R_38ePQ8C8ooOdwdn,Liberal,Independent,Moderate,Male,Independent,Neither positive nor negative,No,No,No,No
R_b163IoV4j55iDNr,accepting,tolerant,intellectual,charitable,Democrat,Very positive,No,Yes,No,No
R_03wR7dn64AxyQh7,Liberal,Left-leaning,Pro-choice,Pro-LGBT,Independent,Neither positive nor negative,No,No,Yes,Yes
R_6Gyeormvpe0ZXa5,Liberal,Pro-affirmative action,Pro-minority rights,Anti-conservative,Independent,Neither positive nor negative,No,No,Yes,Yes
R_5nWNFfe30qDE5ZH,Poor ,Uneducated ,Minority ,Irresponsible,Republican,Very negative,Yes,No,No,Yes
R_3m2xNapriCHALCI,Liberal ,Tolerant ,Pro-Gay Rights ,Pro-Choice,Independent,A little positive,No,No,Yes,Yes
